"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L"
"0816743118";"The Deadliest of Friends";"Mary Main";"1997";"Troll Communications";"http://images.amazon.com/images/P/0816743118.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0816743118.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0816743118.01.LZZZZZZZ.jpg"
"0743407075";"Grand Avenue";"Joy Fielding";"2001";"Atria";"http://images.amazon.com/images/P/0743407075.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743407075.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743407075.01.LZZZZZZZ.jpg"
"0066214750";"Twelve Times Blessed (Mitchard, Jacqueline)";"Jacquelyn Mitchard";"2003";"HarperCollins";"http://images.amazon.com/images/P/0066214750.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0066214750.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0066214750.01.LZZZZZZZ.jpg"
"0515135119";"Mulligan Magic (Irish Eyes Romance)";"Deb Stover";"2003";"Jove Books";"http://images.amazon.com/images/P/0515135119.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0515135119.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0515135119.01.LZZZZZZZ.jpg"
"155166898X";"Wade (Blake, Jennifer, Louisiana Gentlemen Series.)";"Jennifer Blake";"2002";"Mira";"http://images.amazon.com/images/P/155166898X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/155166898X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/155166898X.01.LZZZZZZZ.jpg"
"1558178988";"Julia: The Untold Story of America's Pretty Woman";"Aileen Joyce";"1993";"Pinnacle Books";"http://images.amazon.com/images/P/1558178988.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1558178988.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1558178988.01.LZZZZZZZ.jpg"
"0786889616";"Parallel Lies";"Ridley Pearson";"2002";"Hyperion Press";"http://images.amazon.com/images/P/0786889616.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786889616.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786889616.01.LZZZZZZZ.jpg"
"0689845065";"Giggle, Giggle, Quack";"Doreen Cronin (Author)";"2002";"Simon &amp; Schuster Children's Publishing";"http://images.amazon.com/images/P/0689845065.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689845065.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689845065.01.LZZZZZZZ.jpg"
"0373761899";"Beloved (Silhouette Desire #1189)";"Diana Palmer";"1998";"Silhouette";"http://images.amazon.com/images/P/0373761899.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373761899.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373761899.01.LZZZZZZZ.jpg"
"0446608092";"Beyond Recall";"Stephen Kyle";"2000";"Warner Vision";"http://images.amazon.com/images/P/0446608092.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446608092.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446608092.01.LZZZZZZZ.jpg"
"0874776570";"When God Becomes a Drug: Breaking the Chains of Religious Addiction &amp; Abuse";"Leo Booth";"1991";"Putnam Pub Group";"http://images.amazon.com/images/P/0874776570.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0874776570.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0874776570.01.LZZZZZZZ.jpg"
"0786862408";"Beyond Recognition";"Ridley Pearson";"1997";"Hyperion Books";"http://images.amazon.com/images/P/0786862408.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786862408.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786862408.01.LZZZZZZZ.jpg"
"067101675X";"Bloodstream: A Novel of Medical Suspense";"Tess Gerritsen";"1998";"Atria";"http://images.amazon.com/images/P/067101675X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/067101675X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/067101675X.01.LZZZZZZZ.jpg"
"037326352X";"Loose Coins (Sears Mysteries)";"Joe L. Hensley";"2000";"Worldwide Library";"http://images.amazon.com/images/P/037326352X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/037326352X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/037326352X.01.LZZZZZZZ.jpg"
"0449005925";"Slaves of Obsession (William Monk Novels (Paperback))";"Anne Perry";"2001";"Fawcett Books";"http://images.amazon.com/images/P/0449005925.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449005925.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449005925.01.LZZZZZZZ.jpg"
"0553441523";"Naughty Neighbor (Loveswept, No 537)";"Janet Evanovich";"1992";"Loveswept";"http://images.amazon.com/images/P/0553441523.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553441523.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553441523.01.LZZZZZZZ.jpg"
"0689718616";"Apples and Pumpkins";"Anne Rockwell";"1994";"Aladdin";"http://images.amazon.com/images/P/0689718616.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0689718616.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0689718616.01.LZZZZZZZ.jpg"
"0688064345";"Something Big Has Been Here";"Jack Prelutsky";"1990";"Greenwillow";"http://images.amazon.com/images/P/0688064345.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688064345.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688064345.01.LZZZZZZZ.jpg"
"0761315357";"My Friend Rabbit";"Eric Rohmann";"2002";"Roaring Brook";"http://images.amazon.com/images/P/0761315357.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0761315357.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0761315357.01.LZZZZZZZ.jpg"
"0736401199";"Disney's Winnie the Pooh Colors (Learn and Grow.)";"Andrea Doering";"1999";"Disney Press";"http://images.amazon.com/images/P/0736401199.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0736401199.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0736401199.01.LZZZZZZZ.jpg"
"0590673904";"Jessi Ramsey, Pet Sitter (Baby-Sitters Club, 22)";"Ann M. Martin";"1996";"Scholastic";"http://images.amazon.com/images/P/0590673904.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590673904.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590673904.01.LZZZZZZZ.jpg"
"0395866189";"Piggie Pie!";"Margie Palatini";"1997";"Houghton Mifflin Co";"http://images.amazon.com/images/P/0395866189.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0395866189.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0395866189.01.LZZZZZZZ.jpg"
"0671020323";"Brooke (Orphans Miniseries, Book 3)";"V. C. Andrews";"1998";"Pocket";"http://images.amazon.com/images/P/0671020323.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671020323.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671020323.01.LZZZZZZZ.jpg"
"0670843288";"Sideshow";"Anne D. Leclaire";"1994";"Penguin USA";"http://images.amazon.com/images/P/0670843288.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670843288.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670843288.01.LZZZZZZZ.jpg"
"0446341916";"The Naked Face";"Sidney Sheldon";"1985";"Warner Books";"http://images.amazon.com/images/P/0446341916.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446341916.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446341916.01.LZZZZZZZ.jpg"
"044021596X";"Heartbreaker";"KAREN ROBARDS";"1998";"Dell";"http://images.amazon.com/images/P/044021596X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044021596X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044021596X.01.LZZZZZZZ.jpg"
"0446604712";"What's the Worst That Could Happen? (Dortmunder Novels (Paperback))";"Donald E. Westlake";"1997";"Warner Books";"http://images.amazon.com/images/P/0446604712.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446604712.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446604712.01.LZZZZZZZ.jpg"
"0440225450";"The Final Detail";"HARLAN COBEN";"2000";"Island Books";"http://images.amazon.com/images/P/0440225450.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440225450.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440225450.01.LZZZZZZZ.jpg"
"0449147738";"The Enchantment";"Kristin Hannah";"1992";"Ballantine Books";"http://images.amazon.com/images/P/0449147738.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449147738.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449147738.01.LZZZZZZZ.jpg"
"0312962770";"Once Upon A Scandal (Once Upon Scandal)";"Barbara Dawson Smith";"1997";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312962770.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312962770.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312962770.01.LZZZZZZZ.jpg"
"0373484356";"Lucia in Love / Lion on the Prowl";"Heather Graham";"2001";"Silhouette";"http://images.amazon.com/images/P/0373484356.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373484356.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373484356.01.LZZZZZZZ.jpg"
"0345338499";"Black Mountain Breakdown";"Lee Smith";"1986";"Ballantine Books";"http://images.amazon.com/images/P/0345338499.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345338499.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345338499.01.LZZZZZZZ.jpg"
"0440483476";"Strawberry Girl";"Lois Lenski";"1993";"Yearling Books";"http://images.amazon.com/images/P/0440483476.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440483476.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440483476.01.LZZZZZZZ.jpg"
"0064404242";"Maniac Magee";"Jerry Spinelli";"1992";"HarperCollins Publishers";"http://images.amazon.com/images/P/0064404242.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0064404242.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0064404242.01.LZZZZZZZ.jpg"
"0671746499";"NEW GIRL (FEAR STREET ) : NEW GIRL";"R.L. Stine";"1991";"Simon Pulse";"http://images.amazon.com/images/P/0671746499.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671746499.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671746499.01.LZZZZZZZ.jpg"
"0525945121";"Chang and Eng";"Darin Strauss";"2000";"Dutton Books";"http://images.amazon.com/images/P/0525945121.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0525945121.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0525945121.01.LZZZZZZZ.jpg"
"0679419829";"Stormy Weather";"Carl Hiaasen";"1995";"Alfred A. Knopf";"http://images.amazon.com/images/P/0679419829.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679419829.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679419829.01.LZZZZZZZ.jpg"
"1573221376";"The Cigarette Girl: A Novel";"Carol Wolper";"1999";"Putnam Pub Group";"http://images.amazon.com/images/P/1573221376.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573221376.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573221376.01.LZZZZZZZ.jpg"
"0312978952";"Mad About Maddie";"Cheryl Anne Porter";"2001";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312978952.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312978952.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312978952.01.LZZZZZZZ.jpg"
"0394847490";"Granny Will Your Dog Bite: And Other Mountain Rhymes";"Gerald Milnes";"1990";"Alfred A. Knopf";"http://images.amazon.com/images/P/0394847490.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0394847490.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0394847490.01.LZZZZZZZ.jpg"
"0684859939";"IRON SHOES : A Novel";"Molly Giles";"2000";"Simon &amp; Schuster";"http://images.amazon.com/images/P/0684859939.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0684859939.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0684859939.01.LZZZZZZZ.jpg"
"0061013625";"Rachel's Passage";"Paula Reid";"1998";"HarperTorch";"http://images.amazon.com/images/P/0061013625.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061013625.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061013625.01.LZZZZZZZ.jpg"
"1565890310";"Secrets of Success (Secrets Gift Books)";"J. Donald Walters";"2003";"Crystal Clarity Publishers";"http://images.amazon.com/images/P/1565890310.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1565890310.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1565890310.01.LZZZZZZZ.jpg"
"0446512435";"Richard Simmons' Never-Say-Diet Cookbook";"Richard Simmons";"1985";"Smithmark Pub";"http://images.amazon.com/images/P/0446512435.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0446512435.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0446512435.01.LZZZZZZZ.jpg"
"0786886153";"I Loved You All: A Novel";"Paula Sharp";"2001";"Hyperion";"http://images.amazon.com/images/P/0786886153.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0786886153.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0786886153.01.LZZZZZZZ.jpg"
"0141001992";"Body of a Girl";"Leah Stewart";"2001";"Penguin Books";"http://images.amazon.com/images/P/0141001992.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0141001992.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0141001992.01.LZZZZZZZ.jpg"
"0451207955";"Serpent's Dance";"Larry Brooks";"2003";"Signet Book";"http://images.amazon.com/images/P/0451207955.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451207955.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451207955.01.LZZZZZZZ.jpg"
"0375812024";"Richard Scarry's A Day at the Airport (Pictureback)";"HUCK SCARRY";"2001";"Random House Books for Young Readers";"http://images.amazon.com/images/P/0375812024.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375812024.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375812024.01.LZZZZZZZ.jpg"
"0440222427";"Be Mine";"Cait Logan";"1997";"Dell";"http://images.amazon.com/images/P/0440222427.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440222427.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440222427.01.LZZZZZZZ.jpg"
"0670887242";"An Exhilaration of Wings: The Literature of Birdwatching";"Jen Hill";"1999";"Viking Books";"http://images.amazon.com/images/P/0670887242.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670887242.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670887242.01.LZZZZZZZ.jpg"
"0449003701";"The Tall Pine Polka (Ballantine Reader's Circle)";"LORNA LANDVIK";"2001";"Ballantine Books";"http://images.amazon.com/images/P/0449003701.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449003701.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449003701.01.LZZZZZZZ.jpg"
"0316806501";"Sweet Hush: A Novel";"Deborah Smith";"2003";"Little, Brown";"http://images.amazon.com/images/P/0316806501.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0316806501.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0316806501.01.LZZZZZZZ.jpg"
"0821770624";"Five Golden Rings";"Fern Michaels";"2000";"Zebra Books";"http://images.amazon.com/images/P/0821770624.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0821770624.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0821770624.01.LZZZZZZZ.jpg"
"0553580051";"The Lazarus Child";"Robert Mawson";"1999";"Bantam Books";"http://images.amazon.com/images/P/0553580051.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553580051.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553580051.01.LZZZZZZZ.jpg"
"0553099493";"Finding Laura";"Kay Hooper";"1997";"Bantam";"http://images.amazon.com/images/P/0553099493.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553099493.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553099493.01.LZZZZZZZ.jpg"
"0688144497";"Sister";"A. Manette Ansay";"1996";"William Morrow &amp; Company";"http://images.amazon.com/images/P/0688144497.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688144497.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688144497.01.LZZZZZZZ.jpg"
"051508901X";"The Gamble";"LaVyrle Spencer";"1994";"Jove Books";"http://images.amazon.com/images/P/051508901X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/051508901X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/051508901X.01.LZZZZZZZ.jpg"
"0440400643";"Blue Skies, French Fries (Pee Wee Scouts (Paperback))";"Judy Delton";"1988";"Yearling Books";"http://images.amazon.com/images/P/0440400643.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440400643.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440400643.01.LZZZZZZZ.jpg"
"0440213673";"How to Eat Fried Worms";"Thomas Rockwell";"1992";"Starfire";"http://images.amazon.com/images/P/0440213673.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440213673.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440213673.01.LZZZZZZZ.jpg"
"068810312X";"Made in America: An Informal History of the English Language in the United States";"Bill Bryson";"1995";"Harpercollins";"http://images.amazon.com/images/P/068810312X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/068810312X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/068810312X.01.LZZZZZZZ.jpg"
"0312927967";"Who Killed Precious?";"H. Paul Jeffers";"1992";"St. Martin's Press";"http://images.amazon.com/images/P/0312927967.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312927967.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312927967.01.LZZZZZZZ.jpg"
"0312955766";"Emily's Secret : A Writer...A Love Story...A Curse...A Diary...A Secret...";"Jill Jones";"1995";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312955766.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312955766.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312955766.01.LZZZZZZZ.jpg"
"0880706414";"When Stars Come Out: Bedtime Psalms for Little Ones";"L.J. Sattgast";"1994";"Zondervan";"http://images.amazon.com/images/P/0880706414.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0880706414.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0880706414.01.LZZZZZZZ.jpg"
"0595097235";"Lies and Raspberry Coffee";"Noelle Frances Ferry";"2000";"Writers Club Press";"http://images.amazon.com/images/P/0595097235.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0595097235.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0595097235.01.LZZZZZZZ.jpg"
"042516313X";"Breathing Lessons";"Anne Tyler";"1998";"Berkley Publishing Group";"http://images.amazon.com/images/P/042516313X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/042516313X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/042516313X.01.LZZZZZZZ.jpg"
"0743406451";"In Fidelity";"M.J. Rose";"2001";"Atria";"http://images.amazon.com/images/P/0743406451.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0743406451.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0743406451.01.LZZZZZZZ.jpg"
"0671724827";"Lights Out (Fear Street)";"R.L. Stine";"1991";"Simon Pulse";"http://images.amazon.com/images/P/0671724827.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671724827.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671724827.01.LZZZZZZZ.jpg"
"0380717158";"Black for Remembrance";"Carlene Thompson";"1992";"Harper Mass Market Paperbacks (Mm)";"http://images.amazon.com/images/P/0380717158.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380717158.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380717158.01.LZZZZZZZ.jpg"
"0671639722";"AMERICA'S FAVORITE BACKYARD WILDLIFE";"George Harrison";"1987";"Fireside";"http://images.amazon.com/images/P/0671639722.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671639722.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671639722.01.LZZZZZZZ.jpg"
"0553562789";"Long Time Coming";"Sandra Brown";"1997";"Bantam Books";"http://images.amazon.com/images/P/0553562789.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553562789.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553562789.01.LZZZZZZZ.jpg"
"0373790546";"Double The Thrill  (Twins) (Blaze, 50)";"Susan Kearney";"2002";"Harlequin";"http://images.amazon.com/images/P/0373790546.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0373790546.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0373790546.01.LZZZZZZZ.jpg"
"1561380350";"Wuthering Heights (Courage Literary Classics)";"Emily Bronte";"1991";"Courage Books";"http://images.amazon.com/images/P/1561380350.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1561380350.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1561380350.01.LZZZZZZZ.jpg"
"0966809602";"Chippendales, The Naked Truth";"Troy Kline";"1998";"Pacifica Pub";"http://images.amazon.com/images/P/0966809602.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0966809602.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0966809602.01.LZZZZZZZ.jpg"
"1551661756";"Dream Comes True";"Barbara Delinksy";"1996";"Mira";"http://images.amazon.com/images/P/1551661756.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1551661756.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1551661756.01.LZZZZZZZ.jpg"
"0451157974";"Brain";"Robin Cook";"1999";"Signet Book";"http://images.amazon.com/images/P/0451157974.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0451157974.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0451157974.01.LZZZZZZZ.jpg"
"0061091618";"For Love";"Sue Miller";"1996";"HarperTorch";"http://images.amazon.com/images/P/0061091618.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0061091618.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0061091618.01.LZZZZZZZ.jpg"
"0679452532";"The Christmas Tree";"Julie Salamon";"1996";"Random House";"http://images.amazon.com/images/P/0679452532.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0679452532.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0679452532.01.LZZZZZZZ.jpg"
"0590348086";"Abduction";"Rodman Philbrick";"1998";"Scholastic";"http://images.amazon.com/images/P/0590348086.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590348086.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590348086.01.LZZZZZZZ.jpg"
"0449215946";"Illumination Night";"Alice Hoffman";"1992";"Fawcett Books";"http://images.amazon.com/images/P/0449215946.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449215946.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449215946.01.LZZZZZZZ.jpg"
"0590416022";"Stone Soup";"Ann Mc Govern";"1986";"Scholastic";"http://images.amazon.com/images/P/0590416022.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590416022.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590416022.01.LZZZZZZZ.jpg"
"0671894285";"The FACE (FEAR STREET #35) : THE FACE";"R.L. Stine";"1996";"Simon Pulse";"http://images.amazon.com/images/P/0671894285.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671894285.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671894285.01.LZZZZZZZ.jpg"
"0345372689";"Keepers of the Dawn";"Alfred Silver";"1995";"Ballantine Books";"http://images.amazon.com/images/P/0345372689.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345372689.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345372689.01.LZZZZZZZ.jpg"
"0671002600";"Mudd in Your Eye (Star Trek: The Original Series)";"Jerry Oltion";"1997";"Star Trek";"http://images.amazon.com/images/P/0671002600.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671002600.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671002600.01.LZZZZZZZ.jpg"
"0060508108";"Duchess in Love";"Eloisa James";"2002";"Avon";"http://images.amazon.com/images/P/0060508108.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060508108.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060508108.01.LZZZZZZZ.jpg"
"0440492041";"The Valentine Star (Kids of the Polk Street School)";"PATRICIA REILLY GIFF";"1985";"Yearling";"http://images.amazon.com/images/P/0440492041.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440492041.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440492041.01.LZZZZZZZ.jpg"
"0152005285";"The Method";"Paul Robert Walker";"1990";"Harcourt";"http://images.amazon.com/images/P/0152005285.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0152005285.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0152005285.01.LZZZZZZZ.jpg"
"0553561677";"Life's Not Fair, but God Is Good";"Robert H. Schuller";"1993";"Bantam Books";"http://images.amazon.com/images/P/0553561677.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553561677.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553561677.01.LZZZZZZZ.jpg"
"0688142001";"Sugaring";"Jessie Haas";"1996";"Greenwillow";"http://images.amazon.com/images/P/0688142001.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0688142001.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0688142001.01.LZZZZZZZ.jpg"
"0553569732";"Don't Talk to Strangers";"Bethany Campbell";"1996";"Bantam Books";"http://images.amazon.com/images/P/0553569732.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553569732.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553569732.01.LZZZZZZZ.jpg"
"0486280551";"Goblin Market and Other Poems (Dover Thrift Editions)";"Christina Rossetti";"1994";"Dover Publications";"http://images.amazon.com/images/P/0486280551.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486280551.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486280551.01.LZZZZZZZ.jpg"
"0671550594";"The HOLLOW SKULL";"Christopher Pike";"1998";"Simon Pulse";"http://images.amazon.com/images/P/0671550594.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671550594.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671550594.01.LZZZZZZZ.jpg"
